# name,orbital_period,semi_major_axis,eccentricity,discovered,detection_type,star_name,star_distance,star_metallicity,star_mass,star_sp_type
Kepler-894 b,9.803224,,,2016,Primary Transit,Kepler-894,1090,-0.25,0.87,
Kepler-895 b,2.80624233,,,2016,Primary Transit,Kepler-895,516,-0.16,0.65,
Kepler-896 b,144.547396,,,2016,Primary Transit,Kepler-896,896,-0.1,0.84,
Kepler-897 b,8.0472642,,,2016,Primary Transit,Kepler-897,1147,0.04,1.03,
Kepler-898 b,5.8706191,,,2016,Primary Transit,Kepler-898,479,-0.06,0.65,
Kepler-899 b,19.17891293,,,2016,Primary Transit,Kepler-899,1038,-0.06,0.93,
Kepler-9 b,19.22418,0.143,0.0626,2010,Primary Transit,Kepler-9,,0.17,1,
Kepler-9 c,38.969,0.229,0.0684,2010,Primary Transit,Kepler-9,,0.17,1,
Kepler-9 d,1.592851,0.0273,,2010,Primary Transit,Kepler-9,,0.17,1,
Kepler-90 b,7.008151,0.074,,2013,Primary Transit,Kepler-90,,-0.17,1.13,
Kepler-90 c,8.719375,0.089,,2013,Primary Transit,Kepler-90,,-0.17,1.13,
Kepler-90 d,59.73667,0.32,,2013,Primary Transit,Kepler-90,,-0.17,1.13,
Kepler-90 e,91.93913,0.42,,2013,Primary Transit,Kepler-90,,-0.17,1.13,
Kepler-90 f,124.9144,0.48,0.01,2013,Primary Transit,Kepler-90,,-0.17,1.13,
Kepler-90 g,210.60697,0.71,,2013,Primary Transit,Kepler-90,,-0.17,1.13,
Kepler-90 h,331.60059,1.01,,2013,Primary Transit,Kepler-90,,-0.17,1.13,
Kepler-90 i,14.44912,0.2,,2017,Primary Transit,Kepler-90,,-0.17,1.13,
Kepler-900 b,6.9913086,,,2016,Primary Transit,Kepler-900,505,-0.01,0.78,
Kepler-901 b,3.51749439,,,2016,Primary Transit,Kepler-901,241,-0.3,0.59,
Kepler-902 b,40.1099547,,,2016,Primary Transit,Kepler-902,904,0,0.95,
Kepler-903 b,10.3507721,,,2016,Primary Transit,Kepler-903,829,0.05,0.98,
Kepler-903 c,62.9228557,,,2016,Primary Transit,Kepler-903,829,0.05,0.98,
Kepler-904 b,3.02166863,,,2016,Primary Transit,Kepler-904,1151,0.05,1.16,
Kepler-905 b,5.08274652,,,2016,Primary Transit,Kepler-905,521,0.09,0.95,
Kepler-906 b,41.6979976,,,2016,Primary Transit,Kepler-906,758,-0.09,1.06,
Kepler-907 b,15.86621821,,,2016,Primary Transit,Kepler-907,352,-0.15,1.08,
Kepler-908 b,1.34059747,,,2016,Primary Transit,Kepler-908,250,0.15,1.11,
Kepler-909 b,13.93290318,,,2016,Primary Transit,Kepler-909,318,0.08,1.17,
Kepler-91 b,6.24658,0.072,0.066,2013,Primary Transit,Kepler-91,1030,0.11,1.31,
Kepler-910 b,2.36436901,,,2016,Primary Transit,Kepler-910,402,0.12,1.26,
Kepler-911 b,20.310501,,,2016,Primary Transit,Kepler-911,567,0.03,1.34,
Kepler-912 b,2.53475627,,,2016,Primary Transit,Kepler-912,1265,0.02,1.07,
Kepler-913 b,10.29672521,,,2016,Primary Transit,Kepler-913,597,-0.52,0.63,
Kepler-914 b,4.40966548,,,2016,Primary Transit,Kepler-914,678,0.22,1.1,
Kepler-915 b,4.59489604,,,2016,Primary Transit,Kepler-915,806,0.08,1.21,
Kepler-916 b,32.2968798,,,2016,Primary Transit,Kepler-916,769,-0.05,0.85,
Kepler-917 b,2.97041437,,,2016,Primary Transit,Kepler-917,1027,-0.38,0.8,
Kepler-918 b,4.85386933,,,2016,Primary Transit,Kepler-918,1245,0.06,1.11,
Kepler-919 b,11.04603384,,,2016,Primary Transit,Kepler-919,1219,0.07,1.15,
Kepler-92 b,13.748933,,0.17,2013,Primary Transit,Kepler-92,448.57,0.17,1.209,
Kepler-92 c,26.72311,,0.04,2013,Primary Transit,Kepler-92,448.57,0.17,1.209,
Kepler-92 d,49.3568,,0.07,2015,Primary Transit,Kepler-92,448.57,0.17,1.209,
Kepler-920 b,6.53192704,,,2016,Primary Transit,Kepler-920,926,0,0.89,
Kepler-920 c,100.8274113,,,2016,Primary Transit,Kepler-920,926,0,0.89,
Kepler-921 b,51.300634,,,2016,Primary Transit,Kepler-921,847,-0.12,0.93,
Kepler-922 b,0.93846683,,,2016,Primary Transit,Kepler-922,558,-0.05,0.95,
Kepler-923 b,6.93366476,,,2016,Primary Transit,Kepler-923,966,0.07,1.11,
Kepler-924 b,61.0370117,,,2016,Primary Transit,Kepler-924,995,0.01,1.14,
Kepler-925 b,33.8678531,,,2016,Primary Transit,Kepler-925,623,0.12,0.77,
Kepler-926 b,52.0688601,,,2016,Primary Transit,Kepler-926,771,0.03,1.01,
Kepler-927 b,9.1149903,,,2016,Primary Transit,Kepler-927,879,0.03,0.99,
Kepler-928 b,3.9324613,,,2016,Primary Transit,Kepler-928,532,-0.11,0.73,
Kepler-929 b,0.92103214,,,2016,Primary Transit,Kepler-929,820,-0.04,1.01,
Kepler-93 b,4.72673978,0.053,,2014,Primary Transit,Kepler-93,,-0.18,0.911,
Kepler-930 b,71.4517775,,,2016,Primary Transit,Kepler-930,905,0.04,1.25,
Kepler-931 b,8.03755877,,,2016,Primary Transit,Kepler-931,490,-0.01,0.86,
Kepler-932 b,1.9214374,,,2016,Primary Transit,Kepler-932,478,-0.01,0.87,
Kepler-933 b,14.20443009,,,2016,Primary Transit,Kepler-933,922,-0.02,0.87,
Kepler-934 b,55.6738309,,,2016,Primary Transit,Kepler-934,603,0.01,0.81,
Kepler-935 b,4.88083852,,,2016,Primary Transit,Kepler-935,482,-0.01,0.78,
Kepler-936 b,10.56134221,,,2016,Primary Transit,Kepler-936,687,0.05,0.92,
Kepler-937 b,67.668827,,,2016,Primary Transit,Kepler-937,1482,0.08,1.15,
Kepler-937 c,153.343364,,,2016,Primary Transit,Kepler-937,1482,0.08,1.15,
Kepler-938 b,52.6298417,,,2016,Primary Transit,Kepler-938,861,-0.03,0.92,
Kepler-939 b,14.878296,,,2016,Primary Transit,Kepler-939,1029,-0.12,0.88,
Kepler-94 b,2.50806,,,2014,Primary Transit,Kepler-94,,0.34,0.81,
Kepler-94 c,820,,,2014,Radial Velocity,Kepler-94,,0.34,0.81,
Kepler-940 b,59.6225257,,,2016,Primary Transit,Kepler-940,1317,-0.08,0.97,
Kepler-941 b,17.42395198,,,2016,Primary Transit,Kepler-941,1105,-0.15,0.89,
Kepler-942 b,44.96417488,,,2016,Primary Transit,Kepler-942,218,0.09,0.81,
Kepler-944 b,43.3167737,,,2016,Primary Transit,Kepler-944,1035,-0.11,0.86,
Kepler-945 b,31.0033814,,,2016,Primary Transit,Kepler-945,1543,-0.01,0.97,
Kepler-946 b,11.79162572,,,2016,Primary Transit,Kepler-946,918,-0.09,0.94,
Kepler-947 b,26.9644317,,,2016,Primary Transit,Kepler-947,1188,-0.07,0.9,
Kepler-948 b,7.76846622,,,2016,Primary Transit,Kepler-948,884,-0.02,0.96,
Kepler-949 b,8.6893073,,,2016,Primary Transit,Kepler-949,572,0.01,0.89,
Kepler-95 b,11.5231,,,2014,Primary Transit,Kepler-95,,0.3,1.08,
Kepler-950 b,98.7180406,,,2016,Primary Transit,Kepler-950,1489,0.02,1.02,
Kepler-951 b,71.52530845,,,2016,Primary Transit,Kepler-951,408,-0.01,0.77,
Kepler-952 b,130.3546919,,,2016,Primary Transit,Kepler-952,1167,0.06,1,
Kepler-953 b,88.4075,0.19757,,2012,Primary Transit,Kepler-953,,0.015,0.94,
Kepler-953 c,9.10967112,,,2016,Primary Transit,Kepler-953,,0.015,0.94,
Kepler-954 b,16.78176602,,,2016,Primary Transit,Kepler-954,224,0.02,0.82,
Kepler-955 b,14.53244172,,,2016,Primary Transit,Kepler-955,637,0.02,0.89,
Kepler-956 b,5.24867263,,,2016,Primary Transit,Kepler-956,631,0.02,1.1,
Kepler-957 b,5.90741354,,,2016,Primary Transit,Kepler-957,749,-0.01,0.81,
Kepler-958 b,9.7678805,,,2016,Primary Transit,Kepler-958,467,0.01,0.91,
Kepler-959 b,14.80074836,,,2016,Primary Transit,Kepler-959,1003,0.02,1.6,
Kepler-96 b,16.2385,,,2014,Primary Transit,Kepler-96,,0.04,1,
Kepler-960 b,3.12686223,,,2016,Primary Transit,Kepler-960,298,0.02,0.77,
Kepler-961 b,16.87727414,,,2016,Primary Transit,Kepler-961,607,0.05,0.96,
Kepler-962 b,12.05707239,,,2016,Primary Transit,Kepler-962,439,0.01,0.93,
Kepler-963 b,9.97683705,,,2016,Primary Transit,Kepler-963,786,-0.02,0.91,
Kepler-964 b,13.5225106,,,2016,Primary Transit,Kepler-964,478,0.03,0.93,
Kepler-965 b,134.2527298,,,2016,Primary Transit,Kepler-965,618,0.03,1.05,
Kepler-966 b,99.747622,,,2016,Primary Transit,Kepler-966,773,0.04,1.02,
Kepler-967 b,13.22713379,,,2016,Primary Transit,Kepler-967,499,-0.03,0.84,
Kepler-967 c,198.7112502,,,2016,Primary Transit,Kepler-967,499,-0.03,0.84,
Kepler-968 b,3.69298373,,,2016,Primary Transit,Kepler-968,312,0.13,0.76,
Kepler-968 c,5.70940492,,,2016,Primary Transit,Kepler-968,312,0.13,0.76,
Kepler-969 b,34.1731714,,,2016,Primary Transit,Kepler-969,411,0.22,0.92,
Kepler-969 c,1.6829346,,,2016,Primary Transit,Kepler-969,411,0.22,0.92,
Kepler-970 b,16.73652231,,,2016,Primary Transit,Kepler-970,350,-0.08,0.7,
Kepler-971 b,9.59070716,,,2016,Primary Transit,Kepler-971,345,-0.06,0.88,
Kepler-972 b,7.03932553,,,2016,Primary Transit,Kepler-972,1304,0.04,1.15,
Kepler-973 b,49.6077331,,,2016,Primary Transit,Kepler-973,297,-0.06,0.86,
Kepler-974 b,4.19449651,,,2016,Primary Transit,Kepler-974,121,0.07,0.52,
Kepler-975 b,1.97034246,,,2016,Primary Transit,Kepler-975,404,0.07,0.8,
Kepler-976 b,105.9564148,,,2016,Primary Transit,Kepler-976,1020,0.07,0.87,
Kepler-977 b,26.85328322,,,2016,Primary Transit,Kepler-977,664,-0.01,0.87,
Kepler-978 b,49.6221509,,,2016,Primary Transit,Kepler-978,624,-0.01,1.07,
Kepler-979 b,8.0880135,,,2016,Primary Transit,Kepler-979,606,-0.02,0.87,
Kepler-980 b,11.55102504,,,2016,Primary Transit,Kepler-980,804,0.01,1.05,
Kepler-981 b,4.46975774,,,2016,Primary Transit,Kepler-981,913,0.01,0.98,
Kepler-982 b,15.7738221,,,2016,Primary Transit,Kepler-982,702,0.05,1.16,
Kepler-983 b,60.0855082,,,2016,Primary Transit,Kepler-983,655,0.12,1.13,
Kepler-984 b,43.0342272,,,2016,Primary Transit,Kepler-984,461,0.04,0.96,
Kepler-985 b,116.331901,,,2016,Primary Transit,Kepler-985,741,0,0.91,
Kepler-986 b,56.4349938,,,2016,Primary Transit,Kepler-986,563,0.04,0.96,
Kepler-987 b,105.3033148,,,2016,Primary Transit,Kepler-987,936,0.01,0.97,
Kepler-988 b,17.76080053,,,2016,Primary Transit,Kepler-988,248,-0.32,0.55,
Kepler-989 b,7.96431535,,,2016,Primary Transit,Kepler-989,484,0.01,0.82,
Kepler-990 b,9.91723428,,,2016,Primary Transit,Kepler-990,933,0.01,1.05,
Kepler-990 c,0.53835431,,,2016,Primary Transit,Kepler-990,933,0.01,1.05,
Kepler-991 b,82.5342519,,,2016,Primary Transit,Kepler-991,370,-0.25,0.64,
Kepler-992 b,20.16034462,,,2016,Primary Transit,Kepler-992,268,-0.04,0.8,
Kepler-993 b,22.08557563,,,2016,Primary Transit,Kepler-993,298,0.03,0.57,
Kepler-994 b,1.15116651,,,2016,Primary Transit,Kepler-994,170,-0.13,0.56,
Kepler-995 b,28.26731672,,,2016,Primary Transit,Kepler-995,659,-0.07,0.83,
Kepler-996 b,3.77059058,,,2016,Primary Transit,Kepler-996,1098,0.03,1.09,
Kepler-997 b,2.70730672,,,2016,Primary Transit,Kepler-997,470,0.05,1.22,
Kepler-998 b,5.65377733,,,2016,Primary Transit,Kepler-998,996,0.07,1.12,
Kepler-999 b,5.99185702,,,2016,Primary Transit,Kepler-999,568,0.05,1.29,
L 98-59 b,2.2532,0.0227,0.09,2018,Primary Transit,L 98-59,10.623,-0.5,0.32,
L 98-59 c,3.6904,0.0315,0.09,2018,Primary Transit,L 98-59,10.623,-0.5,0.32,
L 98-59 d,7.4513,0.05,0.18,2018,Primary Transit,L 98-59,10.623,-0.5,0.32,
LHS 1140 b,24.73712,0.0875,0.29,2017,Primary Transit,LHS 1140,12.47,-0.24,0.146,M4.5
LHS 1140 c,3.777931,0.02675,0,2018,Primary Transit,LHS 1140,12.47,-0.24,0.146,M4.5
LHS 3844 b,0.46292792,0.00623,,2018,Primary Transit,LHS 3844,14.9,,0.154,
LP 358-499 b,3.0712,0.033,,2017,Primary Transit,LP 358-499,,,0.52,M1V
LP 358-499 c,4.8679,0.045,,2017,Primary Transit,LP 358-499,,,0.52,M1V
LP 358-499 d,11.0234,0.077,,2017,Primary Transit,LP 358-499,,,0.52,M1V
LP 415-17 b,6.342,0.0562,,2018,Primary Transit,LP 415-17,82,-0.3,0.65,
LP 415-17 c,13.85,0.0946,,2018,Primary Transit,LP 415-17,82,-0.3,0.65,
LP 415-17 d,40.718,0.1937,,2018,Primary Transit,LP 415-17,82,-0.3,0.65,
LP 791-18 b,0.948005,0.00969,,2019,Primary Transit,LP 791-18,26.493,-0.09,0.139,M6V
LP 791-18 c,4.989963,0.29392,,2019,Primary Transit,LP 791-18,26.493,-0.09,0.139,M6V
LSPM J2116+0234 b,14.446,0.0876,,2019,Radial Velocity,LSPM J2116+0234,17.64,-0.05,0.43,M3.0V
LTT 1445A b,5.35882,0.03807,0.16,2019,Primary Transit,LTT 1445A,6.9,-0.34,0.256,M
Lalande 21185 b,9.8684,0.068,0.22,2017,Radial Velocity,Lalande 21185,2.55,,0.46,M1.5V
MARVELS-10 b,217.3,0.71,0.53,2017,Radial Velocity,TYC 4955-369-1,210.24,-0.43,1.03,
MARVELS-11 b,11.6121,0.1,0,2017,Radial Velocity,HD 114623,128.69,-0.34,0.99,
MARVELS-12 b,252.5,0.85,0.6,2017,Radial Velocity,TYC 3469-492-1,477.01,0.36,1.29,
MARVELS-13 b,147.6,0.54,0.5,2017,Radial Velocity,GSC 03467-00030,212.63,-0.17,0.96,
MARVELS-16 b,31.656,0.2,0.69,2017,Radial Velocity,TYC 3130-160-1,115.66,0.33,1.06,
MARVELS-17 b,103.4,0.45,0.24,2017,Radial Velocity,TYC 3547-1007-1,186.4,0.06,1.12,G1V
MARVELS-18 b,117.6,0.51,0.46,2017,Radial Velocity,TYC 3556-3602-1,434.91,0.11,1.25,
MARVELS-19 b,122.2,0.52,0.53,2017,Radial Velocity,BD+42 3438,484.57,0.09,1.33,
MARVELS-8 b,36.045,0.215,0.101,2017,Radial Velocity,TYC 123-549-1,111.49,0.2,1.02,
MASCARA-1 b,2.14878,0.043,0,2017,Primary Transit,MASCARA-1,188.7,0,1.72,A8
MASCARA-2 b/KELT-20 b,3.4741085,0.0542,,2017,Primary Transit,KELT-20,,-0.29,2,A2V
MASCARA-3 b,5.5514926,0.06971,0.085,2019,Primary Transit,HD 93148,96.79,0.188,1.461,F5
NGC 2423 3 b,714.3,2.1,0.21,2007,Radial Velocity,NGC 2423 3,766,0.14,2.4,
NGC 4349 127 b,677.8,2.38,0.19,2007,Radial Velocity,NGC 4349 127,2176,,3.9,
NGTS-1 b,2.647298,0.0326,0.016,2017,Primary Transit,NGTS-1,224,0,0.617,M05
NGTS-10 b,0.7668944,0.0143,0,,Primary Transit,NGTS-10,,-0.02,0.696,K5V
NGTS-2 b,4.5111204,0.0584,0,2018,Primary Transit,NGTS-2,360.3,-0.06,1.64,F5V
NGTS-3A b,1.6753728,0.023,0,2018,Primary Transit,NGTS-3A,1010,0.12,1.017,G9V
NGTS-4 b,1.3373508,0.019,0,2018,Primary Transit,NGTS-4,282.6,-0.28,0.75,
NGTS-5 b,3.3569866,0.0382,0,2019,Primary Transit,NGTS-5,309.5,0.12,0.661,K2V
NGTS-6 b,0.882058,0.016623018,0,2019,Primary Transit,NGTS-6,311,0.11,0.7876,
NGTS-7A b,0.67599,0.0139,,2019,Primary Transit,NGTS-7A,152.67,,,M
NGTS-8 b,2.4997,0.035,0.01,2019,Primary Transit,NGTS-8,434.273,0.24,0.89,KOV
NGTS-9 b,4.43527,0.058,0.06,2019,Primary Transit,NGTS-9,619.732,0.31,1.34,F8V
NLTT 25473 b,1.48,,,2001,Radial Velocity,NLTT 25473,109.38,,,DA
NLTT 41135 b,2.889475,0.024,,2010,Primary Transit,NLTT 41135,22.7,0,0.188,M5.1
NLTT 5306 b,1.698,0.00263,,2013,Radial Velocity,NLTT 5306,77.9678,,0.44,
OGLE-TR-10 b,3.10129,0.04162,0,2004,Primary Transit,OGLE-TR-10,1500,0.28,1.18,G or K
OGLE-TR-111 b,4.01451,0.047,0,2004,Primary Transit,OGLE-TR-111,1500,0.12,0.82,G or K
OGLE-TR-113 b,1.4324772,0.0229,0,2004,Primary Transit,OGLE-TR-113,1500,0.14,0.78,K
OGLE-TR-132 b,1.689868,0.0306,0,2004,Primary Transit,OGLE-TR-132,1500,0.37,1.26,F
OGLE-TR-182 b,3.9791,0.051,0,2007,Primary Transit,OGLE-TR-182,,0.37,1.14,
OGLE-TR-211 b,3.67724,0.051,0,2007,Primary Transit,OGLE-TR-211,,0.11,1.33,
OGLE-TR-56 b,1.211909,0.0225,0,2002,Primary Transit,OGLE-TR-56,1500,,1.17,G
OGLE2-TR-L9 b,2.4855335,0.0308,,2007,Primary Transit,OGLE2-TR-L9,900,-0.05,1.52,F3
POTS-1 b,3.1606296,0.03734,,2013,Primary Transit,POTS-1,,-0.03,0.695,K5
Pr 0201 b,4.4264,,,2012,Radial Velocity,Pr 0201,170,0.187,1.234,F7
Pr 0211 b,2.14609,0.03184,0.017,2012,Radial Velocity,Pr 0211,170,,0.935,G9
Pr 0211 c,5300,5.8,0.7,2016,Radial Velocity,Pr 0211,170,,0.935,G9
Proxima Centauri b,11.185,0.048,0,2016,Radial Velocity,Proxima Centauri,1.295,,0.12,M5.5V
Proxima Centauri c,1894,1.48,0,2019,Radial Velocity,Proxima Centauri,1.295,,0.12,M5.5V
Qatar-1 b,1.42002504,0.02332,0,2010,Primary Transit,Qatar-1,187,0.171,0.838,K
Qatar-10 b,1.645321,0.0286,0,2019,Primary Transit,Qatar-10,539,0.016,1.156,F7V
Qatar-2 b,1.3371182,0.02149,0,2011,Primary Transit,Qatar-2,,0,0.74,K
Qatar-3 b,2.5079204,0.03783,,2016,Primary Transit,Qatar-3,,-0.041,1.145,G0V
Qatar-4 b,1.8053949,0.02861,,2016,Primary Transit,Qatar-4,,0.103,0.896,K
Qatar-5 b,2.8792319,0.04127,,2016,Primary Transit,Qatar-5,,0.377,1.128,G2V
Qatar-6 b,3.506189,0.0423,0,2017,Primary Transit,Qatar-6,101,-0.025,0.822,K2V
Qatar-7 b,2.032046,0.0352,0,2018,Primary Transit,Qatar-7,725,0.276,1.409,F4V
Qatar-8 b,3.71495,0.0474,0,2019,Primary Transit,Qatar-8,276.7,0.025,1.029,GOV
Qatar-9 b,1.540731,0.0234,0,2019,Primary Transit,Qatar-9,211.4,0.25,0.719,K5V
Ross 128 b,9.8658,0.0496,0.116,2017,Radial Velocity,Ross 128,3.3806,-0.02,0.168,M4
SAND 364 b,121.71,,0.35,2014,Radial Velocity,SAND 364,,-0.02,1.35,K3III
SDSS J1411+2009 b,0.0854,,,2018,Primary Transit,SDSS J1411+2009,177,,0.53,WD
SWEEPS-04 b,4.2,0.055,,2006,Primary Transit,SWEEPS-04,8500,,1.24,
SWEEPS-11 b,1.796,0.03,,2006,Primary Transit,SWEEPS-11,8500,,1.1,
TAP 26 b,10.91,0.0975,,2017,Radial Velocity,TAP 26,,,1.04,K7
TOI 125 b,4.65382,0.0521,0.183,2019,Primary Transit,TOI 125,111.4,0.069,0.871,
TOI 125 c,9.15067,0.0818,0.065,2019,Primary Transit,TOI 125,111.4,0.069,0.871,
TOI 172,9.47721,0.0913,0.3805,2019,Primary Transit,TOI-172,336.47,0.146,1.124,
TOI-132 b,2.1097008,0.026,0.087,2019,Primary Transit,TOI-132,164.47,0.16,0.97,G8V
TOI-150 b,5.857487,0.0643,0.262,2019,Primary Transit,TOI-150,336,0.25,1.249,F
TOI-163 b,4.231306,0.058,0,2019,Primary Transit,TOI-163,416.7,0.22,1.4352,F
TOI-216 b,17.085,0.1293,0.105,2019,Primary Transit,TOI-216,178.89,-0.15,0.77,
TOI-216 c,34.5558,0.2068,0.085,2019,Primary Transit,TOI-216,178.89,-0.15,0.77,
TOI-270 b,3.36008,0.0306,0,2019,Primary Transit,TOI-270,22.453,-0.17,0.4,M3.0V
TOI-270 c,5.660172,0.0472,0,2019,Primary Transit,TOI-270,22.453,-0.17,0.4,M3.0V
TOI-270 d,11.38014,0.0733,0,2019,Primary Transit,TOI-270,22.453,-0.17,0.4,M3.0V
TOI-402 b,4.75642,0.05245,,2019,Primary Transit,TOI-402,44.86,0.03,0.851,
TOI-402 c,17.1784,0.1235,,2019,Primary Transit,TOI-402,44.86,0.03,0.851,
TOI-503 b,3.6775,,0,2019,Primary Transit,TOI-503,,0.61,1.8,
TOI-677 b,11.2366,0.1038,0.435,2019,Primary Transit,TOI-677,143,0,1.18,
TOI-813 b,83.8911,0.423,0.05,2019,Primary Transit,TOI-813,265.1535,0.1,1.32,G0IV
TRAPPIST-1 b,1.51087081,0.01111,0,2016,Primary Transit,TRAPPIST-1,12.1,0.04,0.08,M8
TRAPPIST-1 c,2.4218233,0.01521,0,2016,Primary Transit,TRAPPIST-1,12.1,0.04,0.08,M8
TRAPPIST-1 d,4.04961,0.02144,0,2016,Primary Transit,TRAPPIST-1,12.1,0.04,0.08,M8
TRAPPIST-1 e,6.099615,0.02817,0,2017,Primary Transit,TRAPPIST-1,12.1,0.04,0.08,M8
TRAPPIST-1 f,9.20669,0.0371,0,2017,Primary Transit,TRAPPIST-1,12.1,0.04,0.08,M8
TRAPPIST-1 g,12.35294,0.0451,0,2017,Primary Transit,TRAPPIST-1,12.1,0.04,0.08,M8
TRAPPIST-1 h,20,0.063,,2017,Primary Transit,TRAPPIST-1,12.1,0.04,0.08,M8
TYC 3318-01333-1 b,562,1.414,0.098,2018,Radial Velocity,TYC 3318-01333-1,556,-0.06,1.19,
TYC 4282-605-1 b,101.54,0.422,0.28,2017,Radial Velocity, TYC 4282-605-1,700,-0.07,0.97,K
TYC+1422-614-1 b,198.44,0.6879,0.07,2014,Radial Velocity,TYC+1422-614-1,759,-0.2,1.15,
TYC+1422-614-1 c,569.2,1.3916,0.049,2014,Radial Velocity,TYC+1422-614-1,759,-0.2,1.15,
TYC-3667-1280-1 b,26.468,0.21,0.036,2016,Radial Velocity,TYC-3667-1280-1,431,-0.08,1.87,
Teegarden's b,4.91,0.0252,0,2019,Radial Velocity,Teegarden's,3.831,-0.19,0.089,M7.0V
Teegarden's c,11.409,0.0443,0,2019,Radial Velocity,Teegarden's,3.831,-0.19,0.089,M7.0V
TrES-1 b,3.0300722,0.0393,0,2004,Primary Transit,TrES-1,157,0.001,0.88,K0V
TrES-2 b,2.470613374,0.03555,0,2006,Primary Transit,TrES-2,220,-0.15,0.98,G0V
TrES-3 b,1.30618608,0.0226,0,2007,Primary Transit,TrES-3,,-0.19,0.924,G
TrES-4 b,3.5539268,0.05084,0,2007,Primary Transit,TrES-4,479,0.14,1.388,F
TrES-5 b,1.4822446,0.02446,,2011,Primary Transit,TrES-5,360,0.2,0.893,
V 1298 Tau b,24.1396,0.1688,0.29,2019,Primary Transit,V 1298 Tau,108.5,,1.1,K0-K1.5
V 1298 Tau c,8.24958,0.0825,0.43,2019,Primary Transit,V 1298 Tau,108.5,,1.1,K0-K1.5
V 1298 Tau d,12.4032,0.1083,0.21,2019,Primary Transit,V 1298 Tau,108.5,,1.1,K0-K1.5
V 1298 Tau e,60,0.308,0.57,2019,Primary Transit,V 1298 Tau,108.5,,1.1,K0-K1.5
V* V2384 Ori a,,0.0398,0.3225,2006,Radial Velocity,,421.9,,,
V* V2384 Ori b,,0.0398,0.3225,2006,Radial Velocity,,421.9,,,
V396 Hya b,,,,2016,Radial Velocity,V396 Hya,,,0.32,DD D
V830 Tau b,4.93,0.057,0,2016,Radial Velocity,V830 Tau,131,,1,M0
WASP-1 b,2.5199448,0.03958,0,2006,Primary Transit,WASP-1,,,1.24,F7V
WASP-10 b,3.0927616,0.0371,0.057,2008,Primary Transit,WASP-10,90,0.03,0.71,K5
WASP-100 b,2.849375,0.0457,0,2013,Primary Transit,WASP-100,,-0.03,1.57,F2
WASP-101 b,3.585722,0.0506,0,2013,Primary Transit,WASP-101,,0.2,1.34,F6
WASP-102 b,2.709813,0.0401,,2016,Primary Transit,WASP-102,,0.09,1.167,G0
WASP-103 b,0.925542,0.01985,,2014,Primary Transit,WASP-103,470,0.06,1.22,F8V
WASP-104 b,1.7554137,0.02918,0,2014,Primary Transit,WASP-104,143,0.32,1.02,G8
WASP-105 b,7.87288,0.075,0,2017,Primary Transit,WASP-105,,0.28,0.89,K2
WASP-106 b,9.289715,0.0917,0,2014,Primary Transit,WASP-106,283,-0.09,1.27,F9
WASP-107 b,5.72149,0.055,0,2017,Primary Transit,WASP-107,,0.02,0.69,K6
WASP-108 b,2.6755463,0.0397,0,2014,Primary Transit,WASP-108,220,0.05,1.167,F9
WASP-109 b,3.3190233,0.0463,0,2014,Primary Transit,WASP-109,330,-0.22,1.203,F4
WASP-110 b,3.7783977,0.0457,0,2014,Primary Transit,WASP-110,320,-0.06,0.892,G9
WASP-111 b,2.310965,0.03914,0,2014,Primary Transit,WASP-111,210,0.08,1.5,F5
WASP-112 b,3.0353992,0.0382,0,2014,Primary Transit,WASP-112,450,-0.64,0.807,G6
WASP-113 b,4.542168745,0.05885,0,2016,Primary Transit,WASP-113,360,0.1,1.318,G1
WASP-114 b,1.5487743,0.02851,0.012,2016,Primary Transit,WASP-114,460,0.14,1.289,G0
WASP-117 b,10.02165,0.09459,0.302,2014,Primary Transit,WASP-117,,-0.11,1.126,F9
WASP-118 b,4.0460435,0.05453,,2016,Primary Transit,WASP-118,250,0.16,1.32,F6
WASP-119 b,2.49979,0.0363,0.058,2016,Primary Transit,WASP-119,333,0.14,1.02,G5
WASP-12 b,1.0914203,0.0234,0,2008,Primary Transit,WASP-12,432.5,0.3,1.434,G0
WASP-120 b,3.6112706,0.0522,0.059,2015,Primary Transit,WASP-120,,-0.05,1.45,F5
WASP-121 b,1.2749255,0.02544,0.02,2015,Primary Transit,WASP-121,270,0.13,1.353,F6V
WASP-122 b,1.7100567,0.03107,0,2015,Primary Transit,WASP-122,,0.32,1.4,G4
WASP-123 b,2.977641,0.0431,0,2015,Primary Transit,WASP-123,,0.18,1.207,G5
WASP-124 b,3.37265,0.0499,0.017,2016,Primary Transit,WASP-124,433,-0.02,1.07,F9
WASP-126 b,3.2888,0.0449,0.18,2016,Primary Transit,WASP-126,234,0.17,1.12,G2
WASP-127 b,4.178062,0.052,,2016,Primary Transit,WASP-127,,,1.08,G5
WASP-128 b,2.208524,0.0359,0,2018,Primary Transit,WASP-128,422,0.01,1.155,G0V
WASP-129 b,5.748145,0.0628,0.096,2016,Primary Transit,WASP-129,246,0.15,1,G1
WASP-13 b,4.353011,0.05379,0,2008,Primary Transit,WASP-13,156,0,,G1V
WASP-130 b,11.55098,0.1012,0,2016,Primary Transit,WASP-130,180,0.26,1.04,G6
WASP-131 b,5.322023,0.0607,0,2016,Primary Transit,WASP-131,250,0.18,1.06,G0
